SalesMonth,ProductName,TotalSales,TotalUnits
2024-07,Zilero,281916.525,366
2024-07,Zilfom,1315267.05,2954
2024-07,Zoltar,6439828.11380029,28771
2024-08,Actiflor,7063752.485,11176
2024-08,Actnise,120664.51,367
2024-08,Ad Folic,11021162.8177022,28450
2024-08,Ad Folic OD,20060649.6588992,38451
2024-08,Ad-D Chewable,587087.230300001,2301
2024-08,Agoviz,3875187.30650003,5483
2024-08,Aircare,287380.152,661
2024-08,Aircare Plus,1926870.99049999,5172
2024-08,Aireez,11378620.1004,19160
2024-08,Anex-M,1225896.0144,3701
2024-08,Anplag,24543069.1707,18127
2024-08,Arbi,4014547.7621,11854
2024-08,Arbi-A,992466.612999988,3826
2024-08,Arbi-D,9341682.11249987,20691
2024-08,Avsar,132153516.600232,290864
2024-08,Avsar Plus,43099606.1077014,97947
2024-08,AXIFER,3187.5,3
2024-08,Azliv,2196.46,14
2024-08,BD PEN NEEDLE,2127837.1244,94733
2024-08,BD SYRINGE - BAG,34285177.9421,995735
2024-08,Busonide,10651822.0899999,25105
2024-08,Byvas,25060094.4219968,88912
2024-08,Dapwiz,7366955.8823,25725
2024-08,Dapwiz Plus XR,2906315.63100003,6496
2024-08,Dipof,1778519.75060002,7527
2024-08,Diu Tansin,1716632.67049994,8388
2024-08,Duzalta,19988294.0270979,34275
2024-08,Eglaro,228135.574,535
2024-08,Eglaro-S,8296303.22749999,12851
2024-08,Erli,15102642.1150997,36533
2024-08,Erli Plus,8765665.46000024,27703
2024-08,Erli Plus XR,17251842.1334994,32882
2024-08,Erlina,18740759.0299995,32121
2024-08,Erlina Plus XR,1075763.09399998,4068
2024-08,Estar,48104796.3795064,128572
2024-08,Evo Joshanda,579306.539100001,1215
2024-08,EvoCheck,22937062.0788992,10303
2024-08,EvoCheck Go,15828220.0499996,10601
2024-08,Evofix,3186005.48750001,7006
2024-08,Evokalm,8221006.61910016,30675
2024-08,Evokalm XR,1893018.4624,3265
2024-08,Evopride,18689535.5825973,32207
2024-08,Evopride Plus,24745453.1867037,59311
2024-08,Fasteso,3502018.38549999,10216
2024-08,Femova,14923883.8653991,13900
2024-08,Ferfer,18952228.0083988,25219
2024-08,Ferfer Gro,3625423.11779987,8647
2024-08,Finno-Q,15581.017,31
2024-08,Galvecta,699063.1882,2068
2024-08,Galvecta Plus,7732103.813,15347
2024-08,Gouric,84964076.581,141469
2024-08,Histalis,2035931.6618,11342
2024-08,Inosita,15414099.331499,14726
2024-08,Inosita Plus,132509291.288633,150334
2024-08,Itipso,2255076.01,12084
2024-08,Ivadin,1914064.69,5386
2024-08,K-1000,16978179.5178001,27238
2024-08,Kalsob,24500604.1367966,39341
2024-08,Klevra,8214126.09199993,8157
2024-08,Klevra XR,393193.5304,698
2024-08,Lowplat,78411319.0729197,342746
2024-08,Lowplat Plus,110288448.224834,436602
2024-08,Neo Q 10,3784260.63999996,3413
2024-08,Nise,65840009.234724,253869
2024-08,Omron BPM,25245039.9948,2834
2024-08,Omron BPM Wrist,1321313.069,164
2024-08,Omron ETB,309175.1987,206
2024-08,Omron Weigh Scale,431376.775,34
2024-08,Onita,13693068.2,11603
2024-08,Opt-D,34572149.6897953,145279
2024-08,Orslim,63510797.8535,29236
2024-08,Oxivort,637369.1425,1697
2024-08,Paridopa,8093585.67500004,5272
2024-08,Phytus,1356434.92499999,3642
2024-08,Ramipace,37388958.1200979,64108
2024-08,Redexa,2583208.4375,4073
2024-08,REKLAIM,10025.6,20
2024-08,Retzole,2890,2
2024-08,Revolic,1276441.33679999,2355
2024-08,Sacvin,38280964.0406011,26967
2024-08,SheVit,9435296.16659973,19091
2024-08,Sparliv,3844361.67580011,4881
2024-08,Stevo,1404576.9972,3276
2024-08,Supercran,1851116.5291,5685
2024-08,Tansin,4786247.66829999,23502
2024-08,Telsarta,7368395.34670001,27689
2024-08,Telsarta-A,19166010.9347997,46335
2024-08,Telsarta-D,3719868.9804,7271
2024-08,Thewril,3924365.7883,6906
2024-08,Tiocap,3313417.572,18224
2024-08,Treatan,11628887.1210992,32193
2024-08,Treatan-D,1589620.9264,1899
2024-08,UriTreat,1807100,2138
2024-08,Vible,5310397.77079983,7400
2024-08,Voxamine,8312875.83680053,18612
2024-08,X-Plended,158406993.681927,373129
2024-08,X-Plended EZ,16244717.0750002,41651
2024-08,Xcept,45275934.3074964,85430
2024-08,Xilica,13570674.2763019,33340
2024-08,Zibes,4731741.6119997,33470
2024-08,Zilero,825646.3848,1006
2024-08,Zilfom,1370848.125,3076
2024-08,Zoltar,7400835.58980033,33941
2024-09,Actiflor,6515492.1025,10389
2024-09,Actnise,23198.54,68
2024-09,Ad Folic,10410675.365502,26874
2024-09,Ad Folic OD,19743578.4612988,37872
2024-09,Ad-D Chewable,667393.371300004,2500
2024-09,Agoviz,3882183.43650005,5487
2024-09,Aircare,166143.285,382
2024-09,Aircare Plus,638543.0376,1616
2024-09,Aireez,13925661.3592001,23939
2024-09,Anex-M,1286992.5854,3890
2024-09,Anplag,24083409.7155,17841
2024-09,Arbi,4020017.9539,11832
2024-09,Arbi-A,978930.821999986,3787
2024-09,Arbi-D,9009279.80969982,20062
2024-09,Avsar,131573644.302129,289039
2024-09,Avsar Plus,41623925.4144028,95334
2024-09,AXIFER,1062.5,1
2024-09,Azliv,69905.54,352
2024-09,BD PEN NEEDLE,3313823.93499999,148652
2024-09,BD SYRINGE - BAG,59562593.0475998,1724050
2024-09,Busonide,11756122.4124999,27697
2024-09,Byvas,25640035.6491963,91157
2024-09,Dapwiz,6457922.02870001,22875
2024-09,Dapwiz Plus XR,2949875.41950003,6586
2024-09,Dipof,921934.009500015,3173
2024-09,Diu Tansin,1591514.72539996,7774
2024-09,Duzalta,19162290.3288979,32892
2024-09,Eglaro,228490.797999999,518
2024-09,Eglaro-S,8143501.199,12593
2024-09,Erli,15569083.0241998,37543
2024-09,Erli Plus,8661725.93000022,27132
2024-09,Erli Plus XR,16336410.6902993,31102
2024-09,Erlina,18102512.7639999,30850
2024-09,Erlina Plus XR,997175.255999986,3774
2024-09,Estar,48641063.6905033,130021
2024-09,Evo Joshanda,1232296.9993,2595
2024-09,EvoCheck,24332830.145699,10971
2024-09,EvoCheck Go,15515224.4399994,10430
2024-09,Evofix,3576843.80900001,7414
2024-09,Evokalm,8255848.73070029,30841
2024-09,Evokalm XR,1965540.3638,3396
2024-09,Evopride,17503393.1682975,30195
2024-09,Evopride Plus,24334848.1470051,58195
2024-09,Fasteso,2494154.0548,7424
2024-09,Femova,14788018.1852992,13779
2024-09,Ferfer,18316652.7240989,24386
2024-09,Ferfer Gro,3299723.43239993,7881
2024-09,Finno-Q,2202104.82719999,4381
2024-09,Galvecta,651882.5962,1930
2024-09,Galvecta Plus,7700764.97559999,15272
2024-09,Gouric,84240902.7919998,140134
2024-09,Histalis,2299276.702,12856
2024-09,IBANDRO,446.25,1
2024-09,Inosita,15993213.0899991,15327
2024-09,Inosita Plus,133886783.813629,151324
2024-09,Itipso,830201.46,4461
2024-09,Ivadin,3268225.945,9210
2024-09,K-1000,18023886.1485004,28898
2024-09,Kalsob,24566496.3940968,39475
2024-09,Klevra,7988016.74959993,8035
2024-09,Klevra XR,322082.544,567
2024-09,Lowplat,74928294.5267229,327626
2024-09,Lowplat Plus,108166394.522831,428455
2024-09,Neo Q 10,3590764.33499995,3232
2024-09,Nise,70544932.9230209,272013
2024-09,Omron BPM,15359289.2983,1820
2024-09,Omron BPM Wrist,508502.038,66
2024-09,Omron ETB,339525.6283,237
2024-09,Omron Weigh Scale,191855.795,25
2024-09,Onita,13013595.7525,11040
2024-09,Opt-D,36949519.6645949,155426
2024-09,Orslim,64708368.5474999,29803
2024-09,Oxivort,554297.4425,1476
2024-09,Paridopa,8015838.68250005,5274
2024-09,Phytus,1583134.02499998,4255
2024-09,Ramipace,37556588.8444982,64364
2024-09,Redexa,2924336.532,4648
2024-09,REKLAIM,18046.08,36
2024-09,Retzole,3013012.85,2099
2024-09,Revolic,1203372.63179999,2221
2024-09,Sacvin,37693171.3189012,26748
2024-09,SheVit,8060062.19280001,16293
2024-09,Sparliv,3946238.90990013,5000
2024-09,Stevo,921513.724,2103
2024-09,Supercran,1631039.1208,5129
2024-09,Tansin,4763011.94549998,23387
2024-09,Telsarta,7595494.7735,28596
2024-09,Telsarta-A,19499954.2986997,47105
2024-09,Telsarta-D,7582116.01080001,15995
2024-09,Thewril,3753801.8626,6609
2024-09,Tiocap,3655429.896,18644
2024-09,Treatan,11366853.0229994,31344
2024-09,Treatan-D,1507656.6717,1803
2024-09,UriTreat,1964173.2,2325
2024-09,Vible,5448295.40349982,7600
2024-09,Voxamine,8323527.97920048,18533
2024-09,X-Plended,156321365.979724,368625
2024-09,X-Plended EZ,18344701.7041003,46901
2024-09,Xcept,44927988.4835965,84192
2024-09,Xilica,13773441.5528019,34149
2024-09,Zibes,4786605.80849972,33802
2024-09,Zilero,1202236.9128,1480
2024-09,Zilfom,1517258.7125,3406
2024-09,Zoltar,7857053.53560036,36452
2024-10,Actiflor,4837598.3658,7667
2024-10,Actnise,4459195.03690006,13636
2024-10,Ad Folic,11023187.6046023,28484
2024-10,Ad Folic OD,20115697.5941994,38560
2024-10,Ad-D Chewable,713001.454800005,2646
2024-10,Agoviz,4278639.8887001,6044
2024-10,Aircare,55245.966,127
2024-10,Aircare Plus,2384553.39059999,6364
2024-10,Aireez,16212891.2246001,28473
2024-10,Anex-M,670333.967599994,2020
2024-10,Anplag,27473064.56,20356
2024-10,Arbi,4176403.6989,12296
2024-10,Arbi-A,1160957.77299998,4505
2024-10,Arbi-D,9298549.51429985,20710
2024-10,Avsar,138774611.523425,304839
2024-10,Avsar Plus,44258647.8698041,101470
2024-10,Azliv,622.8533,4
2024-10,BD PEN NEEDLE,2871800.9396,128242
2024-10,BD SYRINGE - BAG,64951011.6768989,1893570
2024-10,Busonide,13079239.8074996,30879
2024-10,Byvas,27560267.1438755,97787
2024-10,Dapwiz,7571909.54119999,26723
2024-10,Dapwiz Plus XR,2710577.08700002,6044
2024-10,Dipof,3027359.62599996,13479
2024-10,Diu Tansin,1720772.35349994,8405
2024-10,Duzalta,19576427.5570978,33688
2024-10,Eglaro,413177.4908,1040
2024-10,Eglaro-S,8242928.235,12924
2024-10,Erli,16737787.0656996,40711
2024-10,Erli Plus,9764375.13750021,30815
2024-10,Erli Plus XR,16781168.5969992,31952
2024-10,Erlina,20103407.0859992,34615
2024-10,Erlina Plus XR,1550995.18685001,5939
2024-10,Estar,49990789.9049055,133542
2024-10,Evo Joshanda,1914054.6228,4142
2024-10,EvoCheck,22857121.7342993,10134
2024-10,EvoCheck Go,16633731.1199993,11183
2024-10,Evofix,3769653.05750001,7040
2024-10,Evokalm,8887595.02630039,32964
2024-10,Evokalm XR,2085349.0606,3591
2024-10,Evopride,18375558.7646973,31419
2024-10,Evopride Plus,24326423.1501046,58216
2024-10,Fasteso,2520261.186,7711
2024-10,Femova,15790365.924399,14717
2024-10,Ferfer,18653059.9585989,24816
2024-10,Ferfer Gro,3436063.51529988,8205
2024-10,Finno-Q,2347262.40999999,4666
2024-10,Galvecta,717501.3736,2128
2024-10,Galvecta Plus,8013907.2023,15890
2024-10,Gouric,85620332.9030999,142424
2024-10,Histalis,2564312.148,14513
2024-10,Inosita,17839111.1984994,17254
2024-10,Inosita Plus,140181256.614922,159209
2024-10,Itipso,1587693.58,8510
2024-10,Ivadin,2339362.35,6591
2024-10,K-1000,18173809.3894005,29154
2024-10,Kalsob,28484446.6015956,45842
2024-10,Klevra,8193634.91739993,8133
2024-10,Klevra XR,485150.2024,860
2024-10,Lowplat,78050674.2690206,341225
2024-10,Lowplat Plus,108976354.348232,431566
2024-10,Neo Q 10,3977542.39999994,3580
2024-10,Nise,84860620.3421062,327248
2024-10,Omron BPM,23689779.8416,2585
2024-10,Omron BPM Wrist,1237204.288,160
2024-10,Omron ETB,471428.9286,327
2024-10,Omron Nebulizer,3587223.3625,302
2024-10,Omron Weigh Scale,438919.4044,76
2024-10,Onita,13764973.1,11678
2024-10,Opt-D,35613043.664995,154214
2024-10,Orslim,65309544.89,30059
2024-10,Oxivort,601469.5225,1612
2024-10,Paridopa,8918875.53750004,5754
2024-10,Phytus,1366393.57699999,3866
2024-10,Ramipace,39069918.434696,67213
2024-10,Redexa,3013007.5375,4799
2024-10,REKLAIM,5012.8,10
2024-10,Retzole,3108715.2,2160
2024-10,Revolic,1148846.48969999,2121
2024-10,Sacvin,41371720.6329985,29222
2024-10,SheVit,9924483.61959965,20052
2024-10,Sparliv,4411215.23020016,5600
2024-10,Stevo,1131344.4008,2681
2024-10,Supercran,1269428.3358,3947
2024-10,Tansin,5065139.28889987,24938
2024-10,Telsarta,8406259.0697,31561
2024-10,Telsarta-A,20634100.3101998,49825
2024-10,Telsarta-D,7045725.3532,14500
2024-10,Thewril,4109607.244,7245
2024-10,Tiocap,3774334.815,19474
2024-10,Treatan,11161196.0435993,31022
2024-10,Treatan-D,1592925.1852,1900
2024-10,UriTreat,1962072,2323
2024-10,Vible,5597753.67949979,7804
2024-10,Voxamine,8254969.06140049,18332
2024-10,X-Plended,161721864.042333,381636
2024-10,X-Plended EZ,20993500.0400008,53429
2024-10,Xcept,48913719.9042952,91335
2024-10,Xilica,15077760.5182023,37357
2024-10,Zibes,4078048.79459977,31663
2024-10,Zilero,1038669.7791,1273
2024-10,Zilfom,1737930.825,3905
2024-10,Zoltar,8649141.03900034,39658
2024-11,Actiflor,2864401.2805,4519
2024-11,Actnise,4332206.78080008,13167
2024-11,Ad Folic,9843205.32120174,25444
2024-11,Ad Folic OD,19679239.4807995,37741
2024-11,Ad-D Chewable,639860.385600005,2397
2024-11,Agoviz,4110188.93980008,5813
2024-11,Aircare,36986.115,85
2024-11,Aircare Plus,803242.817199999,2030
2024-11,Aireez,17337828.0154001,30626
2024-11,Anex-M,236618.41,712
2024-11,Anplag,26142298.937,19198
2024-11,Arbi,4044735.4228,11868
2024-11,Arbi-A,1227878.13349999,4773
2024-11,Arbi-D,8922487.37529979,19954
2024-11,Avsar,137473005.509026,302083
2024-11,Avsar Plus,42450639.2830019,97194
2024-11,Azliv,156.89,1
2024-11,BD PEN NEEDLE,2697830.3103,120869
2024-11,BD SYRINGE - BAG,67030776.934299,1928780
2024-11,Busonide,13189003.4949995,31099
2024-11,Byvas,27032936.855576,95850
2024-11,Dapwiz,7358863.435,25606
2024-11,Dapwiz Plus XR,3681814.28700005,8213
2024-11,Dipof,2083955.81260001,8924
2024-11,Diu Tansin,1611156.21829994,7874
2024-11,Duzalta,18701583.4814985,32111
2024-11,Eglaro,340254.0892,859
2024-11,Eglaro-S,9313925.6105,14450
2024-11,Erli,16038724.1241996,39017
2024-11,Erli Plus,9107088.07650026,28967
2024-11,Erli Plus XR,14433134.6457992,27155
2024-11,Erlina,18439949.1639997,31895
2024-11,Erlina Plus XR,2579012.40400008,9625
2024-11,Estar,46551924.7587042,124081
2024-11,Evo Joshanda,1395932.757,3282
2024-11,EvoCheck,21484882.3368992,9764
2024-11,EvoCheck Go,17087679.4699994,11422
2024-11,Evofix,3402954.85500001,6115
2024-11,Evokalm,8923200.23600035,32814
2024-11,Evokalm XR,2129209.6046,3682
2024-11,Evopride,17383604.0300974,29749
2024-11,Evopride Plus,23123505.5994041,55054
2024-11,Fasteso,2580721.80500001,7944
2024-11,Femova,14323286.8515992,13347
2024-11,Ferfer,16746627.3179996,22294
2024-11,Ferfer Gro,1841703.44940001,4393
2024-11,Finno-Q,2738250.1005,5448
2024-11,Galvecta,615978.042,1819
2024-11,Galvecta Plus,7280271.7891,14437
2024-11,Gouric,74688124.7984999,124540
2024-11,Histalis,2247948.4265,12805
2024-11,Inosita,15300476.7789991,14658
2024-11,Inosita Plus,131882716.545831,149776
2024-11,Itipso,1861130.59,9988
2024-11,Ivadin,746916.675,2108
2024-11,K-1000,17548257.9225003,28142
2024-11,Kalsob,26518266.1722963,42666
2024-11,Klevra,7644805.97339992,7289
2024-11,Klevra XR,480224.5408,848
2024-11,Lowplat,77186838.0293207,337869
2024-11,Lowplat Plus,105980474.614234,420284
2024-11,NEBULIZERS,64219.1086,18
2024-11,Neo Q 10,3688756.96999997,3324
2024-11,Nise,70661219.9928246,272596
2024-11,Omron BPM,30006005.1626999,3904
2024-11,Omron BPM Wrist,6502726.9435,1436
2024-11,Omron ETB,353865.2586,247
2024-11,Omron Nebulizer,1586531.6571,143
2024-11,Omron Weigh Scale,301908.4935,50
2024-11,Onita,13622992.5,11548
2024-11,Opt-D,38490874.2810944,160546
2024-11,Orslim,64452812.9474999,29670
2024-11,Oxivort,556831.77,1528
2024-11,Paridopa,7403174.55500004,4942
2024-11,Phytus,2720118.55800004,7121
2024-11,Ramipace,34720406.5614002,59666
2024-11,Redexa,3005676.2875,4763
2024-11,REKLAIM,2506.4,5
2024-11,Retzole,3464214.1,2421
2024-11,Revolic,1166179.42,2152
2024-11,Sacvin,39511657.2805997,27991
2024-11,SheVit,8660412.14080006,17499
2024-11,Sparliv,4374887.13380016,5560
2024-11,Stevo,1971273.84559999,4830
2024-11,Supercran,893999.368500002,2833
2024-11,Tansin,5107502.1159998,25138
2024-11,Telsarta,8094194.1064,30364
2024-11,Telsarta-A,20280437.9793997,48969
2024-11,Telsarta-D,5498722.728,11894
2024-11,Thewril,3774876.4386,6662
2024-11,Tiocap,3333255.246,18433
2024-11,Treatan,10938148.4550994,30122
2024-11,Treatan-D,1396780.0013,1666
2024-11,UriTreat,2008550,2379
2024-11,Vible,4672226.24699989,6518
2024-11,Voxamine,7523641.24490044,16763
2024-11,X-Plended,154775484.850522,365117
2024-11,X-Plended EZ,15928065.8447002,42157
2024-11,Xcept,44377663.6184963,83144
2024-11,Xilica,13616276.4789019,33724
2024-11,Zibes,5810831.24099955,41517
2024-11,Zilero,1165260.4185,1445
2024-11,Zilfom,1643403.3875,3691
2024-11,Zoltar,7966869.88020029,34827
2024-12,Actiflor,2609222.3265,4119
2024-12,Actnise,2797906.46570005,8497
2024-12,Ad Folic,9851454.49610195,25457
2024-12,Ad Folic OD,19429297.2359993,37274
2024-12,Ad-D Chewable,710422.054300005,2814
2024-12,Agoviz,3946512.75550006,5578
2024-12,Aircare,46968.225,108
2024-12,Aircare Plus,2345370.11229998,6236
2024-12,Aireez,18013713.2198001,31625
2024-12,Anex-M,90870.7800000001,273
2024-12,Anplag,28429803.08,20987
2024-12,Arbi,4120217.2714,12088
2024-12,Arbi-A,1288966.23949999,4989
2024-12,Arbi-D,9347965.88269991,20782
2024-12,Avsar,144612937.54351,317387
2024-12,Avsar Plus,45153576.4952017,103384
2024-12,Azliv,784.45,5
2024-12,BD PEN NEEDLE,2943332.6734,131845
2024-12,BD SYRINGE - BAG,80390751.0056975,2367345
2024-12,Busonide,15233642.8799993,35889
2024-12,Byvas,29536824.8028346,104434
2024-12,Dapwiz,7441614.21499999,26500
2024-12,Dapwiz Plus XR,3692741.12200004,8235
2024-12,Dipof,2144718.95660001,9297
2024-12,Diu Tansin,1688070.09609994,8250
2024-12,Duzalta,18263178.6314983,31377
2024-12,Eglaro,294564.0488,740
2024-12,Eglaro-S,8706617.33699998,13434
2024-12,Erli,16550259.6987997,40276
2024-12,Erli Plus,9927488.51800014,30934
2024-12,Erli Plus XR,16336983.3094992,31305
2024-12,Erlina,14357275.149001,25999
2024-12,Erlina Plus XR,2397278.56200005,8880
2024-12,Estar,46361239.8558046,122948
2024-12,Evo Joshanda,959159.841400001,2134
2024-12,EvoCheck,19453819.2854998,8707
2024-12,EvoCheck Go,11877333.7199996,7806
2024-12,Evofix,3112461.8555,5542
2024-12,Evokalm,9059201.69520036,33364
2024-12,Evokalm XR,2199741.622,3795
2024-12,Evopride,17247470.1314974,29624
2024-12,Evopride Plus,20971699.0452046,47494
2024-12,Fasteso,2565707.4679,7773
2024-12,Femova,13662780.5141993,12724
2024-12,Ferfer,14701158.9151997,19562
2024-12,Ferfer Gro,547509.553200004,1306
2024-12,Finno-Q,2915147.58380002,5804
2024-12,Galvecta,594843.986,1765
2024-12,Galvecta Plus,7102417.60570001,14083
2024-12,Gouric,70683101.7190999,117644
2024-12,Histalis,2557139.9235,14455
2024-12,Inosita,14755570.7514991,14072
2024-12,Inosita Plus,134806131.991629,153551
2024-12,Itipso,1586070.42,8514
2024-12,Ivadin,613475.94,1725
2024-12,K-1000,17151192.6183001,27501
2024-12,Kalsob,25343238.0199967,40765
2024-12,Klevra,9173056.55549997,9250
2024-12,Klevra XR,381698.824,680
2024-12,Lowplat,78023968.2047181,341569
2024-12,Lowplat Plus,109955941.72663,435713
2024-12,Neo Q 10,3716218.69499994,3342
2024-12,Nise,64934094.2315243,250474
2024-12,Omron BPM,20214767.3848999,2736
2024-12,Omron BPM Wrist,579795.559,117
2024-12,Omron ETB,260846.5272,178
2024-12,Omron Nebulizer,2121754.7518,262
2024-12,Omron Weigh Scale,206142.664,36
2024-12,Onita,14039929.4,11901
2024-12,Opt-D,32241341.3418952,130283
2024-12,Orslim,64325105.625,29615
2024-12,Oxivort,579248.69,1543
2024-12,Paridopa,9070669.26550004,5793
2024-12,Phytus,2388854.08700001,6667
2024-12,Ramipace,34034440.6848026,58633
2024-12,Redexa,2806420.1375,4374
2024-12,REKLAIM,501.28,1
2024-12,Retzole,3809915.9,2658
2024-12,Revolic,915954.177600005,1692
2024-12,Sacvin,42708351.2047966,30351
2024-12,SheVit,8315574.08739995,16807
2024-12,Sparliv,3876219.93860014,4911
2024-12,Stevo,1578699.53339999,4033
2024-12,Supercran,719687.502200002,2324
2024-12,Tansin,4953875.42759994,24554
2024-12,Telsarta,8811869.818,33236
2024-12,Telsarta-A,21491845.9544,51777
2024-12,Telsarta-D,7920019.10900001,16079
2024-12,Thewril,3591463.5175,6330
2024-12,Tiocap,4373430.183,20121
2024-12,Treatan,11626946.4454991,32361
2024-12,Treatan-D,1440563.3834,1721
2024-12,UriTreat,2037208.6,2410
2024-12,Vible,4434898.71799992,6182
2024-12,Voxamine,7811132.85140041,17425
2024-12,X-Plended,160935392.747519,379905
2024-12,X-Plended EZ,23991589.370001,59658
2024-12,Xcept,43844276.8068962,82928
2024-12,Xilica,12881074.7550017,32068
2024-12,Zibes,5975665.8619995,41734
2024-12,Zilero,1190275.7512,1471
2024-12,Zilfom,1854840.4625,4178
2024-12,Zoltar,7197411.55250025,32183
2025-01,Actiflor,3487309.875,5487
2025-01,Actnise,2751644.99300006,8396
2025-01,Ad Folic,10743039.5074022,27752
2025-01,Ad Folic OD,20686209.9509995,39667
2025-01,Ad-D Chewable,698439.966600006,2724
2025-01,Agoviz,4210273.65550006,5954
2025-01,Aircare,51331.584,118
2025-01,Aircare Plus,967265.480199995,2445
2025-01,Aireez,17703434.7210002,31194
2025-01,Anex-M,1595839.778,4827
2025-01,Anplag,31320583.8270001,22916
2025-01,Arbi,4463004.2203,13133
2025-01,Arbi-A,1380416.43049999,5338
2025-01,Arbi-D,9544806.42109991,21219
2025-01,Avsar,156741366.864985,343778
2025-01,Avsar Plus,50066048.5154043,114489
2025-01,BD PEN NEEDLE,2838887.37959999,127733
2025-01,BD SYRINGE - BAG,71671603.8820002,2103640
2025-01,Busonide,16064355.3804992,37758
2025-01,Byvas,31767564.3126937,112454
2025-01,Dapwiz,7817618.92,27912
2025-01,Dapwiz Plus XR,3684198.93650005,8211
2025-01,Dipof,2359212.68059998,10222
2025-01,Diu Tansin,1733037.37439993,8473
2025-01,Duzalta,18258318.9664983,31315
2025-01,Eglaro,315924.2964,784
2025-01,Eglaro-S,9104189.894,14162
2025-01,Erli,18004049.3461992,43903
2025-01,Erli Plus,11221309.3580002,35696
2025-01,Erli Plus XR,16858375.5099992,32114
2025-01,Erlina,24435828.4239975,41140
2025-01,Erlina Plus XR,2779466.34000008,10286
2025-01,Estar,49158339.8538036,130837
2025-01,Evo Joshanda,250991.2772,545
2025-01,EvoCheck,20350842.9753994,9112
2025-01,EvoCheck Go,15247215.8699995,10180
2025-01,Evofix,3416878.80700001,5939
2025-01,Evokalm,9671781.9354005,35990
2025-01,Evokalm XR,2190027.125,3782
2025-01,Evopride,17511984.1888972,30135
2025-01,Evopride Plus,25078140.6665044,62402
2025-01,Fasteso,3398785.80050001,10268
2025-01,Femova,13317993.7063992,12408
2025-01,Ferfer,15197666.6976996,20231
2025-01,Ferfer Gro,141091.641600001,335
2025-01,Finno-Q,2953989.17650002,5875
2025-01,Forsonide,1148066.1,2144
2025-01,Galvecta,546146.25,1612
2025-01,Galvecta Plus,7160358.6815,14189
2025-01,Gouric,69928306.3874999,116701
2025-01,Histalis,2717676.766,14914
2025-01,Inosita,16957684.6539992,15983
2025-01,Inosita Plus,135061652.729032,153573
2025-01,Itipso,1920490,10297
2025-01,Ivadin,551446.17,1557
2025-01,K-1000,17730520.5253,28434
2025-01,Kalsob,26571203.6308957,42750
2025-01,Klevra,9552167.66879993,9376
2025-01,Klevra XR,352551.304,623
2025-01,Lowplat,80412634.6400182,351888
2025-01,Lowplat Plus,113185854.925834,448433
2025-01,Neo Q 10,3724178.11499997,3354
2025-01,Nise,65473670.8615274,252375
2025-01,Omron BPM,31262730.0518998,4109
2025-01,Omron BPM Wrist,415882.492,83
2025-01,Omron ETB,262565.2976,190
2025-01,Omron Nebulizer,2443883.0655,309
2025-01,Omron Weigh Scale,338608.285,52
2025-01,Onita,15087034.2,12792
2025-01,Opt-D,34018747.0450952,145098
2025-01,Orslim,63909130.2,29412
2025-01,Oxivort,531148.9375,1482
2025-01,Paridopa,7991632.38650007,5249
2025-01,Phytus,1810392.141,5000
2025-01,Ramipace,36464188.124,62689
2025-01,Redexa,3741945.65,5956
2025-01,Retzole,3950644.45,2751
2025-01,Revolic,1086964.7656,2004
2025-01,Sacvin,47660063.0259932,33839
2025-01,SheVit,7980074.0682,16118
2025-01,Sparliv,4188208.41360016,5307
2025-01,Stevo,2289748.15880002,6323
2025-01,Supercran,757434.267500001,2454
2025-01,Tansin,5185735.30259979,25567
2025-01,Telsarta,9202547.5136,34537
2025-01,Telsarta-A,23055557.5123004,55676
2025-01,Telsarta-D,7482629.101,15354
2025-01,Thewril,4198761.934,7409
2025-01,Tiocap,4330680.147,19722
2025-01,Treatan,11784242.2422992,32656
2025-01,Treatan-D,1414339.1196,1686
2025-01,UriTreat,2002141,2370
2025-01,Vible,4763774.96749989,6637
2025-01,Voxamine,8096658.58070049,18065
2025-01,X-Plended,170441655.318919,400286
2025-01,X-Plended EZ,21511540.9990007,55051
2025-01,Xcept,47075336.2967957,89251
2025-01,Xilica,15101605.9385024,36818
2025-01,Zibes,6333548.62559944,44274
2025-01,Zilero,1274735.8399,1582
2025-01,Zilfom,1921717.6125,4312
2025-01,Zoltar,9054075.52770016,42451
2025-02,Actiflor,4867350.75,7676
2025-02,Actnise,2573440.21910005,8076
2025-02,Ad Folic,11084467.9848022,28642
2025-02,Ad Folic OD,20617877.5134996,39538
2025-02,Ad-D Chewable,658116.016800003,2534
2025-02,Agoviz,3765541.22680004,5322
2025-02,Aircare,22209.105,51
2025-02,Aircare Plus,2785213.25929998,7417
2025-02,Aireez,16067497.1080001,28760
2025-02,Anex-M,1123248.17399999,3393
2025-02,Anplag,28550494.66,20952
2025-02,Arbi,4098258.7054,12097
2025-02,Arbi-A,1320237.96899999,5130
2025-02,Arbi-D,9367281.61309986,20916
2025-02,Avsar,150867595.063499,331205
2025-02,Avsar Plus,48433903.9741039,110850
2025-02,BD PEN NEEDLE,3438544.7157,158653
2025-02,BD SYRINGE - BAG,56646689.2366994,1660640
2025-02,Busonide,15169150.7874994,35644
2025-02,Byvas,28459858.8218954,101756
2025-02,Dapwiz,6747170.123,23560
2025-02,Dapwiz Plus XR,3062214.81950004,6826
2025-02,Dipof,2381479.51499998,10423
